Start Time:  2/19/2019 3:25:23 PM         Time Completed:  2/19/2019 8:50:59 PM     Elapsed Time:  05:25:35
Sample ID:     dcd_prunba_3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\CDC_Floopy\CDC_Floopy.exp
Data File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.txt
Plot File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\CDC_Floopy\CDC_Floopy.stp
VSM Data File: c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\dcd_prunba_3.dat

***DATA***

Field(Oe)	 Moment(emu)	
 2410.0063 	 0.00097544546 	
 2420.0601 	 0.00097426253 	
 2430.0049 	 0.00097822966 	
 2440.0073 	 0.00097489107 	
 2449.9521 	 0.00097803515 	
 2460.0005 	 0.00097233436 	
 2470.0591 	 0.00097542744 	
 2480.0303 	 0.00096972193 	
 2490.2227 	 0.00097811728 	
 2499.9075 	 0.00097364984 	
 2510.0598 	 0.0009775753 	
 2520.1455 	 0.00097546674 	
 2529.8455 	 0.00098033098 	
 2540.0032 	 0.00097499927 	
 2549.9858 	 0.00097731929 	
 2559.9121 	 0.00097903436 	
 2569.9463 	 0.00097051499 	
 2579.9653 	 0.00098128959 	
 2590.02 	 0.00097449288 	
 2600.0901 	 0.00097070365 	
 2610.042 	 0.00097834888 	
 2620.1123 	 0.00097360906 	
 2630.1311 	 0.00097471593 	
 2640.1243 	 0.00098059305 	
 2650.1738 	 0.00097657637 	
 2660.1001 	 0.00097875917 	
 2670.052 	 0.00097993698 	
 2679.8398 	 0.00097203336 	
 2690.0691 	 0.00097669038 	
 2700.1287 	 0.00097660035 	
 2709.8962 	 0.00097148061 	
 2720.0381 	 0.00098123538 	
 2730.1699 	 0.00097790668 	
 2740.0962 	 0.00097811556 	
 2750.0483 	 0.0009806195 	
 2760.0156 	 0.00097873114 	
 2770.0347 	 0.00097490826 	
 2780.1768 	 0.00096943313 	
 2789.9951 	 0.00097908555 	
 2799.8345 	 0.00097610177 	
 2809.9712 	 0.00098351917 	
 2819.9536 	 0.00097834871 	
 2829.9727 	 0.00097486649 	
 2840.1455 	 0.00098254814 	
 2850.0205 	 0.00097652607 	
 2860.0391 	 0.0009766984 	
 2870.0732 	 0.0009817783 	
 2880.231 	 0.00097735353 	
 2889.9775 	 0.00097609434 	
 2899.9863 	 0.00097639752 	
 2910.041 	 0.00097401731 	
 2919.9053 	 0.00098033753 	
 2929.9653 	 0.00097789395 	
 2940.1279 	 0.00097354997 	
 2949.8745 	 0.00097646688 	
 2959.9858 	 0.00098178223 	
 2970.1074 	 0.00097885159 	
 2979.9976 	 0.00098149504 	
 2990.104 	 0.00098189184 	
 3000.083 	 0.00098005954 	
